Question	Answer	Source
Этапы проведения электронного аукциона	Этапы проведения электронного аукциона:1.  Публикация извещения;\n2.  Прием заявок (Участники могут подать запросы на разъяснение АД);\n3.  Рассмотрение заявок (Заказчик публикует протокол рассмотрения заявок);\n4.  Ожидает начала торгов;\n5.  Идут торги;\n6.  Подведение итогов (Оператор ЭП публикует протокол проведения ЭА, Участник может направить запрос на разъяснение результатов ЭА Оператору ЭП);\n7.  Заключение договоров;\n8.  Завершена.  \n\n  	Editorial
Условия объединения закупок в одну	Заказчик вправе объединить в один предмет закупки несколько объектов в случае наличия одного из следующих условий: *   одинаковый вид работ (услуг) на различных объектах; \n*   территориально близкое расположение объектов, которое позволяет экономично располагать временные здания и сооружения для размещения строительных материалов и обустройства бытовых условий для рабочего персонала подрядных организаций, экономить на вывозе строительного мусора и завозе строительных материалов; \n*   функциональная связанность работ (услуг) на объектах. 	Editorial
Антидемпинговые меры	В соответствии со ст. 90 ПП РФ № 615 если при проведении электронного аукциона участником закупки, с которым заключается договор, предложена цена, которая на 25 и более процентов ниже начальной (максимальной) цены договора, договор заключается только после предоставления таким участником обеспечения исполнения договора об оказании услуг в размере, превышающем в 1,5 раза размер обеспечения его исполнения, указанный в документации об электронном аукционе, но не менее чем в размере аванса (если договором об оказании услуг предусмотрена выплата аванса). В соответствии со ст. 91, 92 ПП РФ № 615 если предметом договора является выполнение строительно-монтажных работ при проведении капитального ремонта общего имущества в многоквартирном доме, в том числе замена лифтов, участник закупки, предложивший цену договора, которая на 25 и более процентов ниже начальной (максимальной) цены договора, обязан представить заказчику обоснование предлагаемой цены договора (по каждой статье затрат, в том числе стоимость материалов и оборудования, расходы на заработную плату, аренду машин и механизмов), включающее в себя гарантийное письмо от производителя на используемые материалы при производстве работ с указанием цены и количества поставляемого товара, документы, подтверждающие наличие материалов у участника закупки, иные документы и расчеты, включая подтверждающие возможность участника закупки осуществить выполнение работ по предлагаемой цене.В случае невыполнения таким участником этого требования он признается уклонившимся от заключения договора. При признании комиссией по осуществлению закупок предложенной цены необоснованной договор об оказании услуг с таким участником не заключается и право заключения договора переходит к участнику электронного аукциона, который предложил такую же, как и победитель электронного аукциона, цену договора или предложение о цене договора которого содержит лучшие условия в отношении цены договора, следующие после условий, предложенных победителем электронного аукциона.	Editorial
Контакты УЦ "FT-crypto"	Полное наименование: Общество с ограниченной ответственностью "Финтендер-крипто" (ООО "Финтендер-крипто")Телефон: (499)-653-57-00E-mail: [uc@ft-crypto.ru](mailto:uc@ft-crypto.ru)График работы линии техподдержки: с 5:00 до 19:00 Мск, выходные - суббота, воскресенье	Editorial
Контакты технической поддержки РТС-тендер 223-ФЗ	Номер телефона: 7 (499) 653-9-900Адреса электронной почты:[info223@rts-tender.ru](mailto:info223@rts-tender.ru) - поддержка Участников[support223@rts-tender.ru](mailto:support223@rts-tender.ru) - поддержка Заказчиков[agent@rts-tender.ru](mailto:agent@rts-tender.ru) - поддержка по вопросам сотрудничества для Специализированных организций и Агентов	Editorial
Контакты Официального сайта РФ	**Официальный сайт РФ: **zakupki.gov.ruhelpdesk@zakupki.gov.ruТел.: 8 800 333-81-11, 8 495 811-03-33.	Editorial
Контакты ЭП РТС-тендер	"Сведения о контактах компании РТС-тендер и ее представительствах можно посмотреть на главной странице сайта www.rts-tender.ru в разделе "О компании" - "Контакты". Генеральный директор ООО "РТС-тендер" - Лишенков Владимир Николаевич**Центральный офис**Контактный номер телефона:+7 (800) 77-55-800 (звонок по России бесплатный); <span dir="ltr"><span dir="ltr">+7 (499) 653-55-00</span></span> - прямой городской номер для жителей Москвы и Московской области (звонки из других регионов тарифицируются как межгород)+7(495) 733-9519 - факс. Юридический и почтовый адрес:121151, г. Москва, набережная Тараса Шевченко, д. 23-А  \n Фактический адрес: 121151, г. Москва, набережная Тараса Шевченко, д.23-А, Бизнес-центр "Башня 2000", 25 этаж**Сибирский филиал «РТС-тендер»**Контактный номер телефона:  <span dir="ltr"><span dir="ltr">+7 (3852) 200-787</span></span> - офис+7 (3852) 220-712 - факс Адрес: 656056, г. Барнаул, ул. М. Горького, д. 29**Трудоустройство**Если Вас интереcует работа в филиалах и представительствах нашей компании, расположенных в Сибирском и Дальневосточном федеральных округах, обращайтесь по телефону <span dir="ltr"><span dir="ltr">+7 (3852) 200-787</span></span> доб. 33004 или напишите письмо на [sf.common@rts-tender.ru](mailto:sf.common@rts-tender.ru)."	Editorial
Контакты представительств	Контактные сведения о представительствах ООО "РТС-тендер" доступны на сайте РТС-тендер в разделе "О компании", далее "[Контакты](http://www.rts-tender.ru/about/contacts)".Раздел "Контакты" содержит сведения о филиалах и представительствах, а также адреса электронной почты.	Editorial
Контакты Региональных представителей	В случае если обратился Заказчик с просьбой связать с Региональными представителями:1.  Возьмите у Заказчика контактные данные (ИНН, наименование, ФИО, контактный номер телефона);\n2.  Уточните, из какого региона Заказчик:*   Если Сибирский Федеральный округ или Дальневосточный округ, то необходимо перейти по ссылке в таблицу: [https://docs.google.com/spreadsheets/d/1SgsBkZha3zC7QhI1tL9SNCJzks0Crv7P9Kh6q4MyoGM/edit#gid=0](https://docs.google.com/spreadsheets/d/1SgsBkZha3zC7QhI1tL9SNCJzks0Crv7P9Kh6q4MyoGM/edit#gid=0) и направить информацию на электронную почту Региональному представителю;\n*   Если другие регионы, то контактные данные Заказчика необходимо направить на электронную почту Еремина Андрея [a.eremin@rts-tender.ru](mailto:a.eremin@rts-tender.ru).1.  Предоставьте ответ Заказчику. "Информация будет передана Региональным представителям и в скором времени с Вами свяжутся".	Editorial
Контакты ЭП РТС-тендер Имущественные торги	"Вопросы по работе на ЭП РТС-тендер Имущественные торги Вы можете задать специалистам по номеру телефона +7 (499) 653-77-00" или по адресу электронной почты iSupport@rts-tender.ru".	Editorial
Контакты Fintender	"В случае возникновения вопросов по получению услуг финансового сопровождения и корректному заполнению заявки Вы можете получить консультацию по телефону +7 (499) 648-00-88 или электронной почте fs@rts-tender.ru.Контакты техподдержки сервиса Fintender : 8-800-5555-412, для Москвы и Московской области 8-499-702-3222".	Editorial
Обращение по работе в соответствии с 44-ФЗ	**Ответ оператора:** "Вы позвонили в техническую поддержку Электронной площадки РТС-тендер работающей по 223-ФЗ. Для получения информации по работе на площадке РТС-тендер по 44-ФЗ Вам необходимо обратиться по номеру телефона 8-800-77-55-800".                                                                	Editorial
Не по адресу, сорвался звонок, абонент не отвечает, тишина или музыка в трубке, ошиблись номером		Editorial
Перевод звонка на другого абонента		Editorial
Обращение по площадке для имущественных торгов		Editorial
Обращение по ОТС-тендер	"С января 2015 года электронная площадка ОТС-тендер не является партнером РТС-тендер . На площадке РТС-тендер реализована возможность работы по 223-ФЗ. В связи с этим предлагаем Вам пройти аккредитацию на ЭП РТС-тендер по 223-ФЗ, и продолжить работу с группой наших площадок".	Editorial
Предоставление информации (звонков, журнала регистрации заявок, документации)	 "Пользователю запись разговора с Оператором, журнал регистрации заявок и т.д. не предоставляется. Данная информация может быть предоставлена только по запросу контролирующего органа (ФАС) или суда."	Editorial
Обращения по получению услуг финансового сопровождения и корректному заполнению заявки	1.  Уточните контактные данные Пользователя: Наименование организации, ИНН, ФИО контактного лица;\n2.  Уточните вопрос Пользователя;\n3.  Поставьте задачу в Мегаплане по шаблону "Клиент сервиса Fintender.Более подробную информацию об  услугах финансового сопровождения Вы можете получить в отделе Финансовых сервисов площадки РТС-тендер, специалисты которого окажут бесплатное сопровождение от заполнения заявки до получения услуги. Предоставьте, пожалуйста, следующую информацию:*   Наименование организации;\n*   ИНН;\n*   ФИО контактного лица;\n*   Уточните Ваш вопрос.Информация будет передана ответственным специалистам. Специалист отдела финансовых сервисов свяжется с Вами в ближайшее время".   	Editorial
Обращение Участников, проходивших предварительный отбор на иных ЭП	В случае если организация не аккредитована, рекомендуйте пройти процедуру аккредитации на ЭП (см.ст. "[Подача заявки на аккредитацию](http://vtiger.sibir.rts-tender/index.php?module=Faq&view=Detail&record=7514)"). По факту утверждения заявки на аккредитацию необходимо дополнительно связаться со специалистами технической поддержки;В случае если организация аккредитована, поставьте задачу в Мегаплане по шаблону "Включение участника в РКПО". В задаче укажите регион, в котором Участник проходил предварительный отбор. По факту решения задачи, организация будет включена в РКПО на основании прошедшего Предварительного отбора.	Editorial
Корректировка процедуры/протокола/договора по обращению Органа по ведению реестра/Заказчика	 "Информация по Вашему обращению будет передана техническим специалистам по факту получения Официального письма. Обратите внимание, что при установке новых сроков, они должны быть назначены с учетом рассмотрения официального письма, как правило это 2-3 рабочих дня. Для получения шаблона официального письма, Вы также можете написать соответствующий запрос на адрес электронной почты [support223@rts-tender.ru](http://rts-tender.ru)".	Editorial
Звонок клиенту по просьбе менеджера	1.  Уточняет все необходимые контактные данные Пользователя (Контактные данные Менеджера уточняются при необходимости уведомить о результате звонка);\n2.  Уточняет в чем заключается сложность, при выполнении каких действий;\n3.  Связывается с Пользователем и помогает в разрешении обращения;\n4.  При необходимости сообщает Менеджеру о результатах звонка Пользователю.	Editorial
Режим работы площадки по ПП №615	*   "Площадка работает круглосуточно;\n*   Режим работы контакт-центра: с 5:00 до 19:00 по МСК;\n*   В праздничные и выходные дни площадка работает в штатном режиме, контакт-центр не работает".	Editorial
Уточнение информации по обращению	1.  Уточните информацию по обращению (по телефону, по электронной почте);\n2.  Найдите обращение (по номеру или другим реквизитам)\n3.  Сообщите, на какой стадии рассмотрения оно находится. При необходимости свяжитесь с Ответственным и уточните подробности по запросу Клиента.	Editorial
Общие требования и рекомендации к прикрепляемым документам	**Общие требования и рекомендации к прикрепляемым документам: ***   \n\nДопустимые форматы файлов: .doc, .docx, .pdf, .txt, .rtf, .zip, .rar, .xls, .xlsx, .xps, .jpeg , .jpg, .gif, .png;\n\n*   \n\nМаксимальный размер одного файла – 60 Мб. Рекомендуемый размер - 5 Мб. При прикреплении файлов в черновик извещения максимальный размер одного файла 100 Мб;\n\n*   Ограничение на количество загруженных файлов отсутствует.	Editorial
Юридическая консультация	*   Комментарий к Закону;\n*   Предоставление документов для закупки;\n*   Причины отклонения заявок на участие в закупках;\n*   Установление цены в договоре;\n*   Выбор обеспечения исполнения договора;\n*   Расторжение договора и т.п.Оператор рекомендует обратится к юристу организации клиента или к юристу, осуществляющему консультации на платной основе.	Editorial
Исполнение Предписания ФАС		Editorial
Действия при неизвестных ошибках	**Действия оператора: **1.  Внимательно изучите раздел Ошибки Базы знаний в поисках решения;\n2.  Выясните все обстоятельства возникновения ошибки; *   способ работы в личном кабинете; \n*   способ входа в личный кабинет (под сертификатом, логином/паролем);\n*   при выполнении каких действий на площадке появилась ошибка - текст ошибки (подключиться удаленно и сделать скриншот ошибки);\n*   установлены ли на компьютере пользователя настройки площадки - проверить версию операционной системы, битность, браузер, версию крипто-провайдера на соответствие системным требованиям площадки.1.  Возьмите контакты клиента (на случай, если появится необходимость проверить работоспособность после исправления ошибок);\n2.  Проверьте наличие сигнальной или массовой задачи по аналогичной ошибке. Если задачи нет, поставьте задачу в программе "Мегаплан". "Спасибо, что сообщили о ситуации. Ваш звонок очень важен для нас. Информация будет передана техническим специалистам. Предоставьте контактные данные для связи".                                                                	Editorial
Нет кнопки "Запрос на разъяснение документации"		Editorial
Ничего не происходит при выборе сертификата 	**Решение: **Решением может быть любой из предложенных вариантов (наиболее распространенные решения указаны первыми):1.  Проверьте срок действия лицензии Крипто Про (Пуск / Все программы / КриптоПро / Управление лицензиями КриптоПро PKI / строка КриптоПро CSP);\n2.  Добавьте адреса [http://.rts-tender.ru](http://**.rts-tender.ru) и [https://.rts-tender.ru](https://**.rts-tender.ru) в "Надежные узлы": открыть на панели браузера IE "Сервис" / "Свойства браузера" / "Безопасность" / "Надежные сайты" / "Сайты" / ввести адрес и нажать кнопку "Добавить";\n3.  Запустите программу настройки для корректной работы площадки (скачать: Центр поддержки пользователей / База знаний Участникам / Что необходимо новому Участнику / п. 3 статьи "Настройка компьютера для работы на площадке");\n4.  Почистите кэш и куки-файлы (см. статью "[Очистка куки-файлов и SSL-кэш на компьютере пользователя](http://vtiger.sibir.rts-tender/index.php?module=Faq&parenttab=Support&action=DetailView&record=3797517)");\n5.   Переустановите плагин КриптоПро CADESCOM (см.ст. " [КриптоПро CADESCOM](http://vtiger.sibir.rts-tender/index.php?module=Faq&parenttab=Support&action=DetailView&record=2659821)");\n6.  В случае если выполенние вышеперечисленных действий не помогло, поставьте задачу на 3-ю линию технической поддержки, подбробно описав ситуацию, приложив открытый ключ сертификата и скриншот ошибки.	Editorial
Отображается только часть информации ( разделов) при поиске процедур	**Причина: **Некорректная работа браузера IE 8.  \n**Решение: ** 1.  Скачайте и запустите Программу настройки для корректной работы на электронной площадке. Убедитесь, что программа установлена в директорию пользователя (в случае возникновения ошибки в процессе установки, закройте все окна Internet Explorer);\n2.  Очистите файлы Cookie и SSL - кэш на компьютере Пользователя (см.ст. "[Очистка куки-файлов и SSL-кэш на компьютере пользователя](http://vtiger.sibir.rts-tender/index.php?module=Faq&view=Detail&record=6649)​");\n3.  Если выполнение вышеперечисленных действий не дало результат, рекомендуйте Пользователю осущетвлять работу через другой браузер (IE 11, Google Chrome, Mozilla Firefox)	Editorial
Минимум один обязательный документ  каждого типа должен быть активен	**Причина:** Пользователь не прикрепил документ в обязательную для заполнения вкладку в разделе "Документы заявителя".**Решение:** Перейдите во вкладку, подсвеченную красным цветом, и через кнопку "Добавить" прикрепите файл документа. <span style="line-height:1.6;">Если документ отображается как прикрепленный, а при отправке заявки ошибка сохраняется: файлы документов прикрепляются с сетевого диска компьютера Пользователя. В данном случае отображается только название документа, а раздел системой определяется как незаполненный. Измените местоположение документов.</span>	Editorial
Трудности при выгрузке поданных заявок	1.  Выгрузка заявок работает из формы протокола, кнопка "Скачать заявки", нужно дождаться скачивания всего объема.\n2.  Если выгрузка вышеуказанным способом не производится, проверьте объем скачиваемого архива и поставьте задачу на 3 линию. По решению задачи Заказчику будет предоставлена ссылка на архив.	Editorial
Не прикрепляются файлы	**Решение:** Решением может быть любой из предложенных вариантов (наиболее распространенные решения указаны первыми).В случае если не прикрепляются файлы в заявку на аккредитацию или на добавление Пользователя, выполните действие через другой браузер.	Editorial
После отправки заявки, не открываются архивы документов		Editorial
Необходимо подтвердить достаточный объем полномочий	**Решение:** Установите галочку в  чек-боксе " Подтверждаю достаточный объем полномочий на совершение юридических и фактических действий, связанных с аккредитацией на электронной площадке РТС-тендер, в т.ч. право подписать следующие документы: " в заявке на аккредитацию и повторите отправку заявки.	Editorial
Невозможно получить данные о доступной сумме на счете пользователя	**Причина:** Ошибка возникает в случае если в Личном кабинете Участника не был сформирован виртуальный счет.**Решение: **Сформируйте виртуальный счет в Личном кабинете Оператора (см.ст. "[Создание виртуального счета Участника на ЭП РТС-тендер 223-ФЗ](http://vtiger.sibir.rts-tender/index.php?module=Faq&view=Detail&record=474271)").	Editorial
Не отображается список сертификатов	**Причина: ***   Включена блокировка всплывающих окон;\n*   Истек срок действия лицензии КриптоПро;\n*   Установлена неактуальная версия или несколько версий КриптоПро Browser plugin (CADESCOM).**Решение:***   Отключите блокировку всплывающих окон (при открытом браузере Internet Explorer нажмите на клавиатуре кнопку Alt, выберите раздел "Сервис", в разделе Блокирование всплывающих окон нажмите "Выключить блокирование всплывающих окон";\n*   Проверьте срок действия лицензии Крипто Про (Пуск / Все программы / КриптоПро / Управление лицензиями КриптоПро PKI / строка КриптоПро CSP);\n*   Переустановите КриптоПро Browser plugin (CADESСOM) с сайта КриптоПро / раздел "Загрузки" / актуальная версия.	Editorial
Нет кнопки "Подать заявку"	"В форме извещения кнопка "Подать заявку" может отсутствовать в случаях:	Editorial
Некорректное отображение визуализации (треугольников)	**Решение: **В случае если треугольник отображается некорректно, поставьте задачу по шаблону "Некорректная визуализация​", приложив скриншот.	Editorial
Долгая загрузка при публикации извещения	**Решение:**1.  Рекомендуйте проверить наличие символов "<", ">" в извещении, так как данные символы некорректно воспринимаются браузером;\n2.  Рекомендуйте осуществить действие через другой браузер. Проверьте плагин  "CryptoPro Cades NPAPI Browser Piug-in". Если плагин выключен, включите его.	Editorial
Поиск процедур по ПП РФ № 615	 "Поиск процедур по 615-ПП осуществляетя следующими способами:	Editorial
Отображений изменений, внесенных в извещение	 "Если внесены изменения в извещение, то в открытой части площадки в форме извещения вверху страницы появится дополнительная строка, например "Аукцион содержит изменения", в разделе "История" / "История изменений извещения" - номер редакции. В поле «Дата и время публикации текущей редакции извещения» содержится информация о дате публикации изменений, внесенных в извещение. В форме извещения отобразятся желтые треугольники в поле "№ редакции" и тех полях, где были внесены изменения".	Editorial
Статусы закупки	"На ЭП РТС-тендер по 615 ПП РФ статусы закупок могут быть: *   Опубликована - закупка размещена на ЭП (статусы лота: ​Публикация извещения; Прием заявок;Определение победителей; Заключение договоров; Приостановлена);\n*   Завершена - проведение закупки завершено на ЭП (статусы лота: ​Завершена; ​Завершена без заключения договоров);\n*   Не состоялась -  закупка, проводимая на ЭП, признана несостоявшейся.	Editorial
Просмотр протокола рассмотрения заявок аукциона	"Согласно п. 162 615-ПП РФ доступ к протоколу рассмотрения заявок на участие в электронном аукционе открывается после подведения итогов аукциона"	Editorial
Просмотр протоколов	 Просмотреть опубликованные протоколы Вы можете в Личном кабинете или в открытой части площадки. Для того чтобы просмотреть протоколы по закупке:	Editorial
Блокирование/разблокирование процедуры по решению УФАС	Если информация о блокировании/разблокировании процедуры поступила по телефону, то контрагенту необходимо соответствующие документы направить на адрес электронной почты [info223@rts-tender.ru.](mailto:info223@rts-tender.ru)Если на адрес электронной почты поступило письмо с Решением ФАС о блокировании/разблокировании процедуры, то Оператору необходимо выполнить действия, указанные ниже.1.  Проверить состояние процедуры в Личном кабинете Оператора;\n2.  Если процедура не заблокирована/ не разблокирована, поставить задачу по шаблону "Блокирование/разблокирование процедуры по решению УФАС 615". В задачу необходимо прикрепить соответствующие документы (Уведомление ФАС, Решение ФАС и т.д.).Остальные действия, которые потребуется выполнить по закупке, будут указаны в задаче.	Editorial
Виды электронных подписей, с которой можно работать на площадке 	В соответствии с Постановление Правительства № 615 для работы на ЭП используется усиленная неквалифицированная электронная подпись, полученная Удостоверяющими центрами, прошедшими процедуру аккредитации при Министерстве связи и массовых коммуникаций РФ.	Editorial
Просмотр и установка корневых сертификатов (УЦ, РТС)	**Просмотр корневого сертификата УЦ:**1.  Откройте браузер Internet Explorer;\n2.  Нажмите "Сервис", далее "Свойства браузера"/ "Свойства обозревателя";\n3.  Перейдите во вкладку "Содержание" и нажмите кнопку "Сертификаты";\n4.  Двойным щелчком левой клавиши мыши откройте необходимый сертификат;\n5.  Перейдите во вкладку "Путь сертификации":*   Если рядом с корневым сертификатом УЦ не отображается значков ошибок, значит корневой сертификат установлен корректно;\n*   Если рядом с корневым сертификатом УЦ отображается значок ошибки (в виде круга или треугольника), значит установлен не корректно (требуется его переустановить).**Установка корневого сертификата УЦ:****Установка корневого сертификата УЦ РТС:** Запустите программу настройки для корректной работы площадки*   (скачать: Центр поддержки пользователей / База знаний Участникам / Что необходимо новому Участнику / п. 3 статьи "Настройка компьютера для работы на площадке");\n*   (скачать: Центр поддержки пользователей / База знаний Заказчикам / Начало работы на площадке / п. 2 статьи "Настройка компьютера для работы на площадке").	Editorial
Установка личного сертификата с ключевого носителя RuToken, E-Token	**Установка личного сертификата с ключевого носителя RuToken, E-Token:**1.  Откройте программу КриптоПро ("Пуск" / "Все программы" / КриптоПро CSP);\n2.  Перейдите на вкладку "Сервис" и нажмите кнопку “Просмотреть сертификаты в контейнере”;\n3.  С помощью кнопки "Обзор" выберите контейнер закрытого ключа и нажмите кнопку "Ок";\n4.  Нажмите кнопку "Далее";\n5.  Нажмите кнопку "Установить сертификат", "Далее";\n6.  Поставьте точку в разделе "Поместить все сертификаты в следующее хранилище";\n7.  Нажмите кнопку "Обзор", выберите папку "Личные" и нажмите "Ок";\n8.  Нажмите "Далее", затем "Готово".	Editorial
Установка личного сертификата с флэш-карты	**Установка личного сертификата с флэш-карты:**1.  Вставьте в компьютер ключевой носитель подписи (флэш-карту);\n2.  Откройте программу КриптоПро CSP (Пуск / Все программы / папка КриптоПро / КриптоПро CSP);\n3.  В окне программы выберите вкладку "Сервис" и нажмите кнопку "Установить личный сертификат";\n4.  Через кнопку "Обзор" выберите открытый ключ сертификата (файл с расширением .сer);\n5.  В окне выбора ключевого контейнера нажмите "Обзор" и в списке контейнеров выберите контейнер, соответствующий устанавливаемому сертификату;\n6.  В дополнительном окне нажмите "Ок";\n7.  Через кнопку "Обзор" в поле "Имя хранилища сертификата" выберите "Личные";\n8.  В итоговом окне нажмите кнопку "Готово".	Editorial
Просмотр отпечатка ключа	**Просмотр отпечатка ключа:**1.  Войти в браузере в "Сервис"-"Свойство браузера" /"Свойства обозревателя";\n2.  Перейти во вкладку "Содержание", кнопка "Сертификаты";\n3.  В открывшемся списке выбрать сертификат, у которого необходимо посмотреть отпечаток;\n4.  Перейти во вкладку "Состав" , далее "Отпечаток".	Editorial
Удаление сертификата с компьютера	**Удаление сертификата:**1.  Откройте Internet Explorer;\n2.  Выберите в строке меню "Сервис", затем "Свойства обозревателя"/"Свойства браузера";\n3.  Перейдите во вкладку "Содержание" и нажмите кнопку "Сертификаты";\n4.  Выберите сертификат, который необходимо удалить и нажмите кнопку "Удалить";\n5.  В появившемся предупреждении нажмите "Да".	Editorial
PIN-код контейнера	 "PIN-код - это аналог пароля. В ходе авторизации используется как секретный ключ для цифровой подписи.PIN-код на контейнер устанавливается Удостоверяющим центром, выдавшим электронную подпись, либо сотрудником организации, который формировал ее.Попытки ввода пароля ограничены. Если попытки исчерпаны, ключевой носитель блокируется. По вопросу разблокировки и восстановления PIN-кода необходимо обращаться в Удостоверяющий центр, где была приобретена ЭП".	Editorial
Неверные данные в электронной подписи	Если вопрос критичен для решения об аккредитации (неверно занесен ИНН или наименование организации), рекомендуйте пользователю обратиться в Удостоверяющий центр для перевыпуска электронной подписи.	Editorial
