Question	Answer	Source
Неизвестный тип файла	**Причина: **Версия браузера Internet Explorer 8.**Решение:** Проверьте вервию браузера Internet Explorer: на панели браузера нажмите кнопку "Сервис" / "О программе".Если версия браузера Internet Explorer 8, Вам необходимо повысить ее или выполнить действия через другие браузеры, например: Opera,Mozilla Firefox.	Editorial
Не создан объект RTSCrypto. Не установлена библиотека RTSCrypto / Плагин RTSCripto устарел. Скачать обновление RTSCripto?	**Причина: ***   На компьютере не установлены настройки площадки;\n*   Узлы [http://**.rts-tender.ru**](http:)** и [https://](https:)**[.rts-tender.ru](https:) не добавлены в доверенные.**Решение:**1.  Запустите программу настройки для корректной работы площадки (скачать: Центр поддержки пользователей / База знаний Участникам / Что необходимо новому Участнику / п. 3 статьи "Настройка компьютера для работы на площадке");\n2.  Добавьте узлы в доверенные (см. статью "[<span style="color:#000000;font-family:calibri, arial, helvetica, sans-serif;font-size:14px;">Просмотр и добавление сайта в надежные узлы</span>](http://vtiger.sibir.rts-tender/index.php?action=DetailView&module=Faq&record=3829584&start=)");\n3.  Проверьте версию браузера IE. В случае если версия IE ниже 8, ее рекомендуется повысить. Либо поменять режим браузера, его необходимо перевести в режим IE 7 (вызвать инструмент браузера кнопкой "F12", в верхнем меню нажать на "Режим обозревателя", в выпадающим списке проставить галочку на режим IE 7.  После изменения режима необходимо повторно нажать на кнопку "F12", чтобы закрыть окно с инструментом браузера);\n4.  Проверьте настройки безопасности браузера:"Сервис" /"Свойства браузера" / "Безопасность", если стоит галочка "Включить защищенный режим", ее нужно снять и перезапустить браузер;\n5.  Отключите антивирусное программное обеспечение;\n6.  Если используется браузер, отличный от IE, рекомендуйте пользователю работать через браузер IE.\n7.  В случе если после выполнения вышеперечисленных действий ошибки сохраняются, рекомендуйте Пользователю обратиться к Системному администратору для проверки настроек сети и настроек Крипто Про.	Editorial
Не прикрепляются файлы	Если при соблюдении правильного порядка прикрепления файлов страница обновляется, но прикрепленный файл не отображается в соответствующем разделе причины и  решения могут быть следующими:В случае если не прикрепляются файлы в заявку на аккредитацию или на добавление Пользователя, выполните действие через другой браузер.	Editorial
Не отображается извещение в разделе "Закупки"	**Решение:**1.  В ЕИС проверьте, на какой площадке размещена закупка;\n2.  Проверьте установлены ли какие-либо фильтры в "Расширенном поиске". Если установлены, отключите их.\n3.  Проверьте включена ли опция "Работа только со своими извещениями" в разделе "Моя организация" / "Общие настройки". При включенной опции фильтр "Ответственный" не активен для редактирования и по умолчанию выбран Пользователь, под электронной подписью которого произведен вход в Личный кабинет.	Editorial
Открывается пустая страница при переходе в по номеру извещения	**Решение: **1.  Очистите куки-файлы и SSL-кэш на компьютере Пользователя (см.ст. "[Очистка куки-файлов и SSL-кэш на компьютере пользователя](http://vtiger.sibir.rts-tender/index.php?module=Faq&parenttab=Support&action=DetailView&record=3790058)");\n2.  Скачайте и запустите Программу настройки для корректной работы на электронной площадке. Убедитесь, что программа установлена в директорию пользователя (в случае возникновения ошибки в процессе установки, закройте все окна Internet Explorer). Скачать: Главная страница РТС-тендер / Поддержка / База знаний / РТС-тендер 223-ФЗ / Начало работы на ЭП / Настройка рабочего места / Настройка компьютера для работы на площадке / п.4 в разделе "Перед началом работы на площадке РТС-тендер".	Editorial
Некорректное отображение визуализации (треугольников)	**Решение: **В случае если треугольник отображается некорректно, поставьте задачу по шаблону "Некорректная визуализация​", приложив скриншот.	Editorial
Нет кнопки "Перевод денежных средств между счетами"/ Перевод возможен только между своими счетами	**Причина:** В личных кабинетах по 44-ФЗ  и 223-ФЗ различаются КПП.**Решение: **Рекомендуйте Пользователю подать заявку на внесение изменений в Личном кабинете с некорректным КПП;Поставьте задачу по шаблону "Ошибка при переводе денежных средств"..	Editorial
Пожалуйста, попробуйте выполнить действие еще раз	**Решение: **1.  Скачайте и запустите Программу настройки для корректной работы на электронной площадке. Убедитесь, что программа установлена в директорию пользователя (в случае возникновения ошибки в процессе установки, закройте все окна Internet Explorer):Скачать: Главная страница РТС-тендер / Поддержка / База знаний / РТС-тендер 223-ФЗ / Начало работы на ЭП / Настройка рабочего места / Настройка компьютера для работы на площадке / п.4 в разделе "Перед началом работы на площадке РТС-тендер";\n2.  Очистите куки-файлы и SSL-кэш на компьютере Пользователя (см.ст. "[Очистка куки-файлов и SSL-кэш на компьютере пользователя](http://vtiger.sibir.rts-tender/index.php?module=Faq&parenttab=Support&action=DetailView&record=3790058)").	Editorial
Запрос пин-кода контейнера несколько раз	**Причина: **Система запрашивает пин-код контейнера при подписании документов (например при отправке заявки на ЭА, при подписании договора и т.п.).  Количество запросов пин-кода равно количеству подписываемых документов.**Решение: **Чтобы данное сообщение исчезло. поставьте галочку в чек-боксе "Запомнить пин-код".	Editorial
Процедура не перешла на следующий этап		Editorial
На площадке некорректно отображается московское время	**Причина:** На компьютере пользователя не верно указан часовой пояс.                                                            	Editorial
В процессе подписи произошла ошибка: Сертификат с отпечатком … принадлежит другому пользователю	**Причина:** Пользователь осуществил вход в Личный кабинет по логину и паролю. При выполнении юридически значимых действий, появился запрос на выбор электронной подписи, в котором Пользователь указан сертификат, не принадлежащий Пользователю.**Решение: **Рекомендуйте Пользователю повторно выполнить вход в Личный кабинет по электронной подписи.	Editorial
Ошибка бизнес-логики: реквизиты не найдены при просмотре карточки счета	**Решение: **Если при нажатии на номер виртуального счета организации возникает сообщение: "Ошибка бизнес-логики: реквизиты не найдены", поставьте задачу по шаблону "Ошибка бизнес-логики: реквизиты не найдены".	Editorial
Ошибка бизнес логики: произошла ошибка при подтверждении адреса электронной почты	**Решение: **Рекомендуйте выполнить действие через другой браузер.	Editorial
Ошибки при загрузке файлов	Ошибки при загрузке файлов:1.  Предоставить пользователю ответ по утвержденному шаблону "В настоящее время электронная площадка РТС-тендер функционирует в штатном режиме. Проверьте, пожалуйста, свой персональный компьютер и канал доступа в сеть Интернет на предмет неполадок и неисправностей. Ваше обращение будет передано техническим специалистам, которые проведут дополнительную диагностику";\n2.  Выполнить все действия согласно [Действиям Оператора при сбое на ЭП](http://vtiger.sibir.rts-tender/index.php?module=Faq&view=Detail&record=1030229).	Editorial
Transaction not connected, or was disconnected	**Решение: **Для устранения данного сообщения рекомендуйте Пользователю:1.  Осуществить выход из Личного кабинета;\n2.  Повторно осуществить вход в Личный кабинет по электронной подписи;\n3.  Повторно выполнить действие.	Editorial
Невозможно открыть файл	**Если файл открывается**, решением может быть любой из предложенных вариантов (наиболее распространенные решения указаны первыми):*   Для того, чтобы просмотреть документ в определенном формате, Вам необходимо установить на компьютер соответствующее ПО (Microsoft Office, различные графические редакторы, архиваторы и т.д.). На ЭТП РТС-тендер используются общепринятые и распротраненные типы файлов;\n*   Приостановите работу защитного ПО, блокирующего открытие файла;Если документ открывается через wordpad, и текст отображается в виде символов:1.  Сохраните файл на рабочем столе;\n2.  Нажмите на него правой кнопкой мыши;\n3.  Нажмите "Открыть с помощью" и выберите программу, через которую открыть файл (например, Microsoft Word).Если не открывается документ в формате .rtf, сохраните данный файл на компьютер и переименуйте его (в формат .doc);Если не открывается файл в формате .pdf, рекомендуйте Пользователю обновить Adobe Reader до версии DC или использовать другую программу для просмотра pdf файлов (например Foxit reader).	Editorial
Не отображаются закупки у филиала в Личном кабинете ЕИС	**Решение: **Рекомендуйте Пользователю выполнить следующие действия:1.  Осуществите вход в Личный кабинет ЕИС головной организации;\n2.  На странице "Регистрационные данные" перейдите во вкладку "Филиалы, дочерние общества";\n3.  Нажмите кнопку "Поиск";\n4.  Для нужного подразделения нажмите "Изменить", в столбце "Права на закупки" в открывшемся окне необходимо в блоке "Права на просмотр сведений" выбрать параметр "Видит все закупки" и нажать "Сохранить".	Editorial
Подписываемые данные не соответствуют их подписи	**Решение: **1.  Измените режим браузера (повысьте или понизьте, в зависимости от того, какой режим установлен сейчас (см.ст. "[Изменение режима браузера](http://vtiger.sibir.rts-tender/index.php?action=DetailView&module=Faq&record=3827054&start=)"));\n2.  Попробуйте выполнить действие через другой браузер;\n3.  Если выполнение вышеперечисленных действий не дало результат, поставьте задачу на 3-ю линию технической поддержки по шаблону "3-я линия 223 РТС", в поле "Суть задачи" укажите все подробности возникновения ошибки и контактные данные Пользователя.	Editorial
Внутренняя ошибка внутренняя ошибка: данные не сохранены / пожалуйста попробуйте выполнить действие еще раз.	**Решение: **Рекомендуйте Пользователю перезайти в Личный кабинет. Вход на площадку рекомендуйте выполнить через главную страницу РТС-тендер (см.ст. "[Вход в Личный кабинет РТС-223](http://vtiger.sibir.rts-tender/index.php?module=Faq&parenttab=Support&action=DetailView&record=3778519)").	Editorial
Лишние позиции при заполнении составного лота в извещении	**Причина: **Сложность связана с работой в браузере Internet Explorer 8.**Решение: **Рекомендуйте использовать другой браузер. В случае если в другом браузере не получается войти по электронной подписи, то можно авторизоваться в другом браузере под логином и паролем, а через Internet Explorer опубликовать закупку.	Editorial
Ошибка при публикации извещения "Позиция плана закупок не найдена"	**Решение: **Рекомендуйте проверить корректность заполнения реестрового номера плана закупок в извещении.	Editorial
При нажатии кнопки "Опубликовать" ничего не происходит	**Решение: ***   Проверьте наличие плана закупок на электронной площадке, если план закупок не размещен, создайте его на электронной площадке; \n*   Проверьте актуальность плана закупок на электронной площадке, если план закупок не актуален, откройте его на площадке и нажмите кнопку "Обновить с ЕИС".	Editorial
Произошла внутренняя ошибка	**Причина: **В текстовых полях извещения имеются символы "<", ">".**Решение:** В текстовых полях извещения уберите символы "<", ">".	Editorial
Долгая загрузка при публикации извещения	**Решение:**1.  Рекомендуйте проверить наличие символов "<", ">" в извещении, так как данные символы некорректно воспринимаются браузером;\n2.  Рекомендуйте осуществить действие через другой браузер. Проверьте плагин  "CryptoPro Cades NPAPI Browser Piug-in". Если плагин выключен, включите его.	Editorial
Невозможно применить промо-код данному заказчику	**Причина:** Некоторые Заказчики на площадке привлечены агентами. Если Заказчик работает от агента, то при размещении закупки ему обязательно требуется указать промо-код агента в извещении. Ошибка возникает в том случае, если  Заказчик некорректно использует этот промо-код.	Editorial
Вы не можете создать данный тип закупки	**Решение:** В разделе "Общие настройки"  в Личном кабинете Заказчика, уберите галочки в чек-боксах "Являюсь органом по ведению реестра (работа только в рамках ПП РФ 615)" и "Являюсь заказчиком/спец оргом, работающим только в рамках ПП РФ 615".	Editorial
Не отображается закупка в ЕИС после автоматической публикации	1.  Отображается ли закупка в Личном кабинете РТС-тендер и Заказчика;\n2.  В случае если в Личных кабинетах РТС-тендер и Заказчика закупка присутствует, а в отрытой части ЕИС - нет, рекомендуйте Пользователю обратиться на линию технической поддержки ЕИС.	Editorial
Ошибка слоя доступа к данным	**Решение:**1.  Очистите SSL-кэш и куки-файлы (см. ст. "[Очистка куки-файлов и SSL-кэш на компьютере пользователя](http://vtiger.sibir.rts-tender/index.php?module=Faq&parenttab=Support&action=DetailView&record=3790058)");\n2.  Измените версию браузера IE до 9 версии;\n3.  Переустановите КриптоПро CADESCOM. Для этого необходимо удалить неактуальную версию через "Пуск" / "Панель управления" / "Установка и удаление программ" ("Программы и компоненты"). Установите актуальную версию с сайта КриптоПро через раздел "Загрузки";\n4.  Выполните действия через другой браузер;\n5.  В случае если вышеперечисленные действия не помогли, поставьте задачу на 3-ю линию технической поддержки 223 РТС, подробно описав сложившуюся ситуацию.	Editorial
Отсутствует ссылка (форма) для рассмотрения заявок Участников	**Причина: **Не наступил срок рассмотрения заявок.**Решение: **В извещении проверьте сроки, указанные в поле "Дата и время начала срока расcмотрения заявок на участие". Доступ к рассмотрению заявок появится в указанные сроки.	Editorial
Не задан идентификатор текущей бизнес-операции	**Причина:** У пользователя, по которому в Личном кабинете выполняются действия, отсутствуют роли.1.  В Личном кабинете Оператора проверьте наличие ролей у пользователя ("Справочники" / "Реестр заказчиков" / открыть карточку организации / перейти к списку пользователей / в столбце "Роли" проверить наличие ролей);\n2.  Если роли отсутствуют, проверить есть ли роль "Администратор" у других действующих пользователей организации;\n3.  Если роль "Администратор" имеется у других действующих пользователей, сообщить следующий ответ: "Ошибка возникает из-за отсутствия ролей у пользователя организации на выполнение действий по закупке. Добавьте необходимые роли пользователю" (см. статью "[Ролевая модель](http://vtiger.sibir.rts-tender/index.php?module=Faq&parenttab=Support&action=DetailView&record=3987207)").\n4.  Если роль "Администратор" у других действующих пользователей организации отсутствует или нет действующих пользователей, сообщить следующий ответ: "Ошибка возникает из-за отсутствия ролей у пользователя организации на выполнение действий по закупке. Для добавления роли "Администратор" направьте официальный запрос на почту [support223@rts-tender.ru.](mailto:support223@rts-tender.ru) В письме укажите наименование организации, ИНН, КПП, ФИО пользователя, которому требуется добавить роль "Администратор", логин и кодовое слово."	Editorial
Object reference not set to an instance of an object	**Решение: **1.  Запустите программу для настройки корректной работы на ЭП (Главная страница РТС-тендер / Поддержка / База знаний / РТС-тендер 223-ФЗ / Начало работы на ЭП / Настройка рабочего места / Настройка компьютера для работы на площадке / п.4 в разделе "Перед началом работы на площадке РТС-тендер");\n2.  Переустановите КриптоПро CADESCOM (скачать: главная страница сайта КриптоПро/загрузки/CADESCOM актуальная версия в зависимости от разрядности системы).В случае, если вышеперечисленные действия не помогли, поставьте задачу на 3-ю линию РТС-223"Ваше обращение будет передано техническим специалистам. По решению Вам будет предоставлен ответ."	Editorial
Ошибка при публикации протокола "Не все заявки рассмотрены"	**Решение: **1.  Войдите в Личный кабинет по электронной подписи;\n2.  Откройте закупку и перейдите в нужный протокол; \n3.  Очистите решение комиссии; \n4.  В разделе "Комиссия" выберите пункт "Без комиссии"; \n5.  Укажите нужный тип голосования и выберите комиссию; \n6.  Заполните форму протокола;\n7.  Опубликуйте протокол.	Editorial
Не отображается выпадающий список для выбора основания отказа по заявке на участие	**Решение: **Уменьшите масштаб страницы.	Editorial
Не открываются документы в архивах	**Причина:** Пользователем Участника были прикреплены не все файлы в составе архива. Рекомендуйте Заказчику оптравить запрос на разъяснение заявки. В случае если Пользователь утверждает что в архивах содержатся все документы поставьте задачу на 3-ю линию РТС-тендер 223-ФЗ.	Editorial
Не отображается протокол рассмотрения первых частей заявок	В закупке "Аукцион" протокол рассмотрения заявок в открытой части отображаться не будет, если при формировании извещения Заказчиком установлен параметр "Нет" в поле "Показывать наименования участников".	Editorial
Произошла ошибка при обработке заявок, обратитесь в службу технической поддержки		Editorial
В процессе подписи произошла ошибка: невозможно создание объекта с сервером программирования объктов	**Решение:** 1.  Запустите программу настройки для корректной работы площадки (скачать: Центр поддержки пользователей / База знаний Участникам / Что необходимо новому Участнику / п. 3 статьи "Настройка компьютера для работы на площадке");\n2.  Переустановите Крипто Про CADESCOM (скачать: главная страница сайта Крипто Про/загрузки/CADESCOM актуальная версия в зависимости от разрядности системы);\n3.  В случае если вышеперечисленные действия не исправили ошибку, выполните действия в браузере отличном от исходного (если ошибка отображалась в IE, выполните попытку публикации например через Mozilla Firefox)/	Editorial
Ошибка инициализации плагина	**Причина: **У Клиента установлена версия Internet explorer 8.**Решение:**  Повысьте версию браузера или выполните действия через другой браузер.                                                               	Editorial
Не отображаются торги в разделе "Мои торги / переторжки"	1.  Рекомендуйте Пользователю убрать галочку в чек-боксе "Показывать только текущие торги"; \n2.  Проверьте статус процедуры; \n3.  Проверьте статус заявки.	Editorial
Нет кнопки "Подача ценовых предложений"		Editorial
Действия при неизвестных ошибках	**Действия оператора: **1.  Внимательно изучите раздел Ошибки Базы знаний в поисках решения;\n2.  Выясните все обстоятельства возникновения ошибки; *   способ работы в личном кабинете; \n*   способ входа в личный кабинет (под сертификатом, логином/паролем);\n*   при выполнении каких действий на площадке появилась ошибка - текст ошибки (подключиться удаленно и сделать скриншот ошибки);\n*   установлены ли на компьютере пользователя настройки площадки - проверить версию операционной системы, битность, браузер, версию крипто-провайдера на соответствие системным требованиям площадки.1.  Возьмите контакты клиента (на случай, если появится необходимость проверить работоспособность после исправления ошибок);\n2.  Проверьте наличие сигнальной или массовой задачи по аналогичной ошибке. Если задачи нет, поставьте задачу в программе "Мегаплан". "Спасибо, что сообщили о ситуации. Ваш звонок очень важен для нас. Информация будет передана техническим специалистам. Предоставьте контактные данные для связи".                                                                	Editorial
Не открывается главная страница сайта	1.  Осуществить проверку на наличие сигнального события;\n2.  Выполнить действия специалиста при выявлении факта сбоя;\n3.  Предоставить пользователю ответ. "В настоящее время электронная площадка РТС-тендер функционирует в штатном режиме. Проверьте, пожалуйста, свой персональный компьютер и канал доступа в сеть Интернет на предмет неполадок и неисправностей. Ваше обращение будет передано техническим специалистам, которые проведут дополнительную диагностику электронной площадки".1.  Проверить в сигнальной задаче наличие комментария по сигнальному событию;\n2.  В случае отсутствия решения добавить комментарий в имеющуюся задачу по сигнальному событию;\n3.  Предоставить пользователю ответ. "В настоящее время электронная площадка РТС-тендер функционирует в штатном режиме. Проверьте, пожалуйста, свой персональный компьютер и канал доступа в сеть Интернет на предмет неполадок и неисправностей. Ваше обращение будет передано техническим специалистам, которые проведут дополнительную диагностику электронной площадки".              	Editorial
Обработка обращений при сигнальном событии	1.  В сигнальной задаче проверьте наличие решения по ошибке.\n2.  Если решение отсутствует занесите ссылку (информацию по обращению) на обращение контрагента в качестве комментария к имеющейся сигнальной задаче и оставьте обращение открытым. Обращение закрывается по факту решения сигнальной задачи.\n3.  Предоставьте ответ Пользователю."В настоящее время электронная площадка РТС-тендер функционирует в штатном режиме. Проверьте, пожалуйста, свой персональный компьютер и канал доступа в сеть Интернет на предмет неполадок и неисправностей. Ваше обращение будет передано техническим специалистам, которые проведут дополнительную диагностику электронной площадки".	Editorial
Действия Оператора при сбое на ЭП	1.  Проверить наличие оповещения о наступлении сигнального события/постановке сигнальной задачи в системе корпоративного обмена сообщениями;\n2.  Зарегистрировать обращение пользователя;\n3.  Предоставить пользователю ответ по утвержденному шаблону: "В настоящее время электронная площадка РТС-тендер функционирует в штатном режиме. Проверьте, пожалуйста, свой персональный компьютер и канал доступа в сеть Интернет на предмет неполадок и неисправностей. Ваше обращение будет передано техническим специалистам, которые проведут дополнительную диагностику электронной площадки".**Действия сигнального специалиста при выявлении сбоя:**1.  Посредством системы корпоративного обмена сообщениями проинформировать коллег о наступлении сигнального события, используя текстовый шаблон: "Зафиксировано сигнальное событие. Свое ФИО": [http://report.sibir.rts-tender](http://report.sibir.rts-tender/) / Рассылка / Группа / "Операторы 223/Имущ";\n2.  Посредством программы vTiger CRM из ранее зарегистрированного обращения контрагента поставить задачу в системе "Мегаплан" согласно шаблону "Сигнальная задача 223";Внести в описание сигнальной задачи информацию о сигнальном событии:*   ИНН и наименование контрагента;\n*   Порядок действий, выполняемых контрагентом в момент наступления сигнального события;\n*   Проявление сигнального события (отсутствие доступа на ЭП, либо отсутствие возможности выполнить действия на ЭП (в том числе юридически значимые)/затруднения/ограничения выполнения действий с перечислением действий, выполнение которых невозможно/затруднено/ограничено).1.  Посредством системы корпоративного обмена сообщениями проинформировать коллег о поставленной сигнальной задаче с указанием ее номера и ссылкой на задачу в системе "Мегаплан" по шаблону "Сигнальная задача <u>ссылка на задачу</u>": [http://report.sibir.rts-tender](http://report.sibir.rts-tender/) / Рассылка / Группа / "Операторы 223/Имущ";\n2.  Посредством телефонии проинформировать Команду быстрого реагирования о зарегистрированном сигнальном событии и номере созданной сигнальной задачи.\n3.  Посредством смс-оповещения проинформировать сотрудников компании о наступлении сигнального события: [http://report.sibir.rts-tender](http://report.sibir.rts-tender/) / СМС / выбрать в поле "Группа" из выпадающего списка "Сигнальная задача 223 ФЗ" / заполнить поле "Текст", используя текстовые шаблоны:*   Поставлена сигнальная задача 223 ФЗ. Часть торгов приостановлена.\n*   Поставлена сигнальная задача 223 ФЗ. Не доступна главная страница сайта.\n*   Поставлена сигнальная задача 223 ФЗ. Проблема при входе в закрытую часть площадки.\n*   Поставлена сигнальная задача 223 ФЗ. Проблема при прикреплении файлов.\n*   Поставлена сигнальная задача 223 ФЗ. При открытии файлов участников возникает ошибка 404.1.  По окончании сигнального события посредством системы корпоративного обмена сообщениями​ проинформировать коллег о завершении сигнального события, используя текстовый шаблон: "Проблема устранена": [http://report.sibir.rts-tender](http://report.sibir.rts-tender/) / Рассылка / Группа / "Операторы 223/Имущ";\n2.  По окончании сигнального события посредством смс-оповещения проинформировать сотрудников компании о завершении сигнального события: [http://report.sibir.rts-tender](http://report.sibir.rts-tender/) / СМС / выбрать в поле "Группа" из выпадающего списка "Сигнальная задача 223 ФЗ" / заполнить поле "Текст", используя текстовый шаблон "Проблема устранена".	Editorial
Виды процедур	 На ЭП предусмотрены процедуры:*   Коммерческие; \n*   Проводящиеся  в соответствии с 223-ФЗ;\n*   ЗМО;\n*   615 ПП РФ.Имеется возможность проводить совместные, многолотовые закупки, закупки с ограниченным участием, многоэтапные закупки:*   Совместная закупка - закупка, проводимая для двух и более Заказчиков, объединенных одной потребностью в товарах, работах или услугах.\n*   Многолотовая закупка - закупка, проводимая для одного Заказчика, состоящая из нескольких лотов по однородной продукции или функционально взаимосвязанной партии продукции.\n*   Закупка с ограниченным участием - закупка, проводимая для органиченного круга Участников. Принять участие в закупке смогут только те Участники, которые будут указаны в списке приглашенных Участников при формировании процедуры;\n*   Многоэтапные закупки - процедуры закупки, имеющие в соответствии с закупочной документацией две или более стадии, включающие квалификационный отбор, по каждой из которых организатором процедуры закупки подводятся итоги.Все аукционы могут проходить на понижение или на повышение (по умолчанию все аукционы проходят на понижение. Если Заказчик в Личном кабинете включил опцию "Использовать аукцион на повышение", то аукцион может быть проведен на повышение).  \n\n**Аукцион **- конкурентный способ закупки, при котором проводится аукционный торг и определяется победитель, который предложил наиболее низкую цену контракта. Заказчик рассматривает единую заявки Участников;**Аукцион (заявка в двух частях)** - конкурентный способ закупки, при котором проводится аукционный торг и определяется победитель, который предложил наиболее низкую цену контракта. Заказчик рассматривает отдельно первые, а после проведения процедуры торгов вторые части заявки Участников;**Редукцион** - это аукцион на понижение, который полностью копирует процедуру "Аукцион", за исключением того, того что исключены проверки на сроки проведения аукциона и подведения итогов. Примечание: в "аукционе" есть проверка на дату окончания подачи заявок - 20 дней, внесение изменений в извещения -  15 дней, и на дату проведения аукциона - 30 дней;**Редукцион (заявка в двух частях)** - это аукцион на понижение, который полностью копирует процедуру "Аукцион (заявка в двух частях)", за исключением того, того что исключены проверки на сроки проведения аукциона. Примечание: в "аукционе (заявка в двух частях)" есть проверка на дату окончания подачи заявок - 20 дней, внесение изменений в извещения -  15 дней, и на дату проведения аукциона - 30 дней;**Запрос цен** - конкурентный способ закупки, при котором победителем признается Участник, предложивший самую низкую цену контракта;**Запрос котировок** - конкурентный способ закупки, при котором победителем признается Участник, предложивший самую низкую цену контракта (создание извещения и устанавливаемые параметры, этапы проведения такого способа закупки на ЭП не отличаются от запроса цен);**Запрос предложений **- конкурентный способ закупки, при которой победителем признается участник, предложивший самые лучшие характеристики товара, работы, услуги;**Конкурс** - конкурентный способ закупки, который проводится в случае, если цена не является единственным критерием выбора победителя. Минимум должно быть два критерия оценки (цена и предложение Участника);**Сбор коммерческих предложений** - процедура не предполагает выбора Победителя (по итогу проведения данной процедуры договор не заключается), предназначена для сбора информации по стоимости и условиям закупки товаров, работ, услуг. Коммерческая процедура;**Закупка у единственного поставщика** - способ закупки, при котором договор заключается с конкретным поставщиком (подрядчиком, исполнителем) без рассмотрения конкурирующих предложений. Порядок заключения и исполнения договора устанавливает сам Заказчик в своем Положении о закупке;**Запрос котировок (Моск. обл.)** - конкурентный способ закупки, при котором проводятся торги и определяется победитель, который предложил наиболее низкую цену контракта. Закупка полностью копирует способ закупки - "Редукцион". При создании извещения данный способ закупки доступен для выбора, только если регион Заказчика из юридического адреса - Московская область. При работе в открытой части площадки и в личном кабинете (просмотр извещения, подача заявок на участие), способ закупки доступен для всех. Запрос котировок (Моск. обл.) проходит по Постановлению Правительства МО от 16.05.2016 N 361/13 "О внесении изменений в постановление Правительства Московской области от 19.08.2014 N 666/31 "О мерах по реализации Федерального закона от 18.07.2011 N 223-ФЗ "О закупках товаров, работ, услуг отдельными видами юридических лиц" в Московской области"**Запрос цен (Тюм.обл.)** - способ закупки, который аналогичен стандартному запросу цен, который представляет собой закупку малого объема с ограниченным участием. При создании извещения данный способ закупки доступен для выбора, только если регион Заказчика из юридического адреса - Тюменская область. **Конкурентные переговоры** - закупка полностью дублирует способ закупки как "Запрос предложений". Подразумевается использование данного способа закупки только как многоэтапную процедуру.	Editorial
