Question	Answer	Source
Настройка Mozilla Firefox для работы на обновленной платформе площадки РТС-тендер	1.  Зайдите на страницу авторизации;\n2.  В всплывающем окне нажмите кнопку "Настройка" и разрешите показ всплывающих окон от app.rts-tender.ru;\n3.  Разрешите действие плагина "CryptoPro Cades NPAPI Browser Piug-in" нажатием кнопки "Разрешить", далее нажмите кнопку "Разрешить и Запомнить";\n4.  Обновите страницу;\n5.  Разрешите доступ к сертификатам на данном компьютере.                                                                	Editorial
Перевод звонка на другого абонента		Editorial
Просмотр протоколов		Editorial
Звонок клиенту по просьбе менеджера	1.  Уточняет все необходимые контактные данные Пользователя (Контактные данные Менеджера уточняются при необходимости уведомить о результате звонка);\n2.  Уточняет в чем заключается сложность, при выполнении каких действий;\n3.  Связывается с Пользователем и помогает в разрешении обращения (При разрешении обращения Пользователя создается новая заявка);\n4.  При необходимости сообщает Менеджеру о результатах звонка Пользователю.	Editorial
Уточняющие вопросы.INFO	В случае поступления обращения на [iSupport@rts-tender.ru](mailto:iSupport@rts-tender.ru) , по содержанию которого невозможно определить к какой категории Базы Знаний оно относится, Оператору необходимо задать уточняющие вопросы.В случае неизвестной ошибки:*   Опишите подробно выполняемые Вами действия. В результате каких действий произошла ошибка?\n*   Укажите ИНН/КПП, наименование организации. Предоставьте скриншоты ошибки. В случае поступления пустого письма:*   Уточните в чем заключается вопрос?\n*   Укажите ИНН/КПП и наименование организации.	Editorial
Системные требования	**Системные требования:***   Частота процессора: 1 Ггц;\n*   Объем оперативной памяти: 1 Гб;\n*   Свободное место на диске: 1 Гб;\n*   Разрешение экрана: 1024х860 (разрешение экрана по вертикали должно быть не меньше 860);\n*   Лицензионная операционная система: Windows VISTA / 7 (тестирование работы на платформе linux не производилось. Корректная работа на данной платформе не гарантируется);\n*   Скорость интернет-соединения: 64 кбит/с и выше;\n*   Средства для создания документов: MS Office, WordPad;\n*   Средства сжатия (упаковки) файлов: RAR, ZIP, WINZIP;\n*   Средство СКЗИ: CryptoPro CSP версии 3.6.6497;\n*   Версия браузера: Internet Explorer 11.	Editorial
Пользователь с указанной подписью не найден 		Editorial
Не активна кнопка "Подать заявку на аккредитацию" 	**Решение: **Решением может быть любой из предложенных вариантов (наиболее распространенные решения указаны первыми):	Editorial
Error. An error occurred while processing your request 	**Решение: **1.  Удалите утилиту КриптоПро CADESCOM с компьютера ("Пуск" - "Панель управления" - "Программы и компоненты" / "Установка удаление программ" - найдите и выделите в списке КриптоПро CADESCOM - нажмите "Удалить");\n2.  Скачайте и установите с сайта Крипто Про актуальную версию утилиты, в зависимости от разрядности оперционной системы (главная страница сайта - меню "Загрузка" - КриптоПро CADESCOM).	Editorial
Ошибка бизнес-логики при утверждении заявки на аккредитацию 	**Решение: **Поставьте задачу на 3-ю линию технической поддержки Имущество.	Editorial
В списке сертификатов отсутствует сертификат 	**Решение: **Решением может быть любой из предложенных вариантов (наиболее распространенные решения указаны первыми):Если решение, представленное выше, не помогло:*   Запустите программу настройки для корректной работы площадки (скачать: Центр поддержки пользователей / База знаний Участникам / Что необходимо новому Участнику / п. 3 статьи "Настройка компьютера для работы на площадке");\n*   Переустановите КриптоПро CADESCOM.	Editorial
Произошла ошибка... . Попробуйте выполнить повторную попытку	**Решение:**1.  Почистите кэш и куки-файлы (см. статью "[Очистка куки-файлов и SSL-кэш на компьютере пользователя](http://vtiger.sibir.rts-tender/index.php?module=Faq&parenttab=Support&action=DetailView&record=3790058)");\n2.  \n\nЗапустите программу настройки для корректной работы площадки (скачать: Центр поддержки пользователей / База знаний Участникам / Что необходимо новому Участнику / п. 3 статьи "Настройка компьютера для работы на площадке").\n\n 	Editorial
Неверно заполнены поля "Подтверждение пароля" 	**Решение: **Решением может быть любой из предложенных вариантов (наиболее распространенные решения указаны первыми):*   Проверьте правильность заполнения поля "Подтверждение пароля" / "Код защиты от спама" (для корректного восприятия браузером символов, поле "Код защиты от спама" заполняется верхним регистром)\n*   Выполните действия через другой браузер;\n*   Отключите все плагины и надстройки браузера, защитные программы, использовуйте другое интернет-соединение;	Editorial
К сожалению, Ваш браузер не поддерживается / Включен режим совместимости  	**Решение: **Отключите режим совместимости. Для этого:1.  На верхней панели браузера Internet Explorer нажмите на кнопку "Сервис";\n2.  Выберите пункт "Параметры просмотра в режиме совместимости";\n3.  Убедитесь, что в поле "Веб-узлы, добавленные к просмотру в режиме совместимости" не прописаны узлы http://.rts-tender.ru и https://.rts-tender.ru (если прописаны, удалите);\n4.  Установите галочку в чек-бокс поля "Отображать узлы интрасети в режиме предоставления совместимости", остальные снимите;\n5.  Нажмите кнопку "Закрыть" и перезагрузите браузер.	Editorial
Ошибка при подписании. Вероятно, Вам нужно выполнить условия для работы с ЭЦП 	**Решение: **Решением может быть любой из предложенных вариантов (наиболее распространенные решения указаны первыми):*   Просмотрите страницу на наличие всплывающих сообщений с предложением разрешить запуск заблокированного плагина, если такие окна имеются разрешите из запуск;                                                                \n*   Проверьте, что работа осуществляется через браузер Internet Explorer. Если Internet Explorer 11, необходимо проверить версию (версия должна быть не ниже 11.0.9600.17207). Если ниже - установите обновление Internet Explorer до версии 11.0.9600.17207 или выше. Для просмотра версии браузера: нажмите кнопку "Сервис" / "О программе";\n*   Пройдите по ссылке, указанной в тексте ошибки, и установите все необходимые настройки для работы на площадке;\n*   Почистите на компьютере SSL-кэш и куки-файлы, после этого перезагрузите браузер (см. статью "[Очистка куки-файлов и SSL-кэш на компьютре пользователя](http://vtiger.sibir.rts-tender/index.php?module=Faq&parenttab=Support&action=DetailView&record=3797517)");\n*   Проверьте подлинность сертификата по ссылке [http://www.gosuslugi.ru/pgu/eds](http://www.gosuslugi.ru/pgu/eds). В случае, если подлинность сертификата не подтверждена, обратитесь в Удостоверяющий центр;\n*   Проверьте установлен ли КриптоПро CSP и срок действия лицензии программы;\n*   На компьютере установлены два криптопровайдера. Возможен конфликт программ, удалите один криптопровайдер;\n*   Переустановите плагин КриптоПро CADESCOM.	Editorial
При подаче заявки на аккредитацию документы находятся в статусе "Не подписан" 	"Документы отдельно подписывать не нужно. В процессе отправки заявки на аккредитацию Вы подписываете всю заявку в целом. Документы будут подписаны и актуальны после утверждения заявки на аккредитацию".                                                                	Editorial
Не создан объект RTSCrypto. Не установлена библиотека RTSCrypto / Плагин RTSCripto устарел. Скачать обновление RTSCripto? 	**Причина: ***   На компьютере не установлены настройки площадки;\n*   Узлы [http://.rts-tender.ru](http://**.rts-tender.ru) и [https://.rts-tender.ru](https://**.rts-tender.ru) не добавлены в доверенные.**Решение:**1.  Запустите программу настройки для корректной работы площадки (скачать: Центр поддержки пользователей / База знаний Участникам / Что необходимо новому Участнику / п. 3 статьи "Настройка компьютера для работы на площадке");\n2.  Добавьте узлы в доверенные (см. статью "[<span style="color:rgb(0, 0, 0); font-family:calibri,arial,helvetica,sans-serif; font-size:14px">Просмотр и добавление сайта в надежные узлы</span>](http://vtiger.sibir.rts-tender/index.php?action=DetailView&module=Faq&record=3829584&start=)");\n3.  Проверьте версию браузера IE. В случае если версия IE ниже 8, ее рекомендуется повысить. Либо поменять режим браузера, его необходимо перевести в режим IE 7 (вызвать инструмент браузера кнопкой "F12", в верхнем меню нажать на "Режим обозревателя", в выпадающим списке проставить галочку на режим IE 7.  После изменения режима необходимо повторно нажать на кнопку "F12", чтобы закрыть окно с инструментом браузера);\n4.  Проверьте настройки безопасности браузера:"Сервис" /"Свойства браузера" / "Безопасность", если стоит галочка "Включить защищенный режим", ее нужно снять и перезапустить браузер;\n5.  Отключите антивирусное программное обеспечение;\n6.  Если используется браузер, отличный от IE, рекомендуйте пользователю работать через браузер IE.\n7.  В случе если после выполнения вышеперечисленных действий ошибки сохраняются, рекомендуйте Пользователю обратиться к Системному администратору для проверки настроек сети и настроек Крипто Про.	Editorial
Поля выделяются красной рамкой / Минимум один документ заявителя каждого типа должен быть активен 	**Причина:** Пользователь не прикрепил документ в обязательную для заполнения вкладку в разделе "Документы заявителя".**Решение:** Перейдите во вкладку, подсвеченную красным цветом, и через кнопку "Добавить" прикрепите файл документа.Если документ отображается как прикрепленный, а при отправке заявки ошибка сохраняется: файлы документов прикрепляются с сетевого диска компьютера Пользователя. В данном случае отображается только название документа, а раздел системой определяется как незаполненный. Измените местоположение документов.	Editorial
Долго грузится страница 	**Причина:** Низкая скорость интернет-соединения.**Решение:**1.  Уменьшите объем документов;\n2.  Очистите куки, кэш-файлы (см. статью "[Очистка куки-файлов и SSL-кэш на компьютере пользователя](http://vtiger.sibir.rts-tender/index.php?module=Faq&parenttab=Support&action=DetailView&record=3790058)");\n3.  Попробуйте через  другой браузер.	Editorial
Ошибка бизнес-логики при отправке заявки на внесение изменений 	1.  Рекомендуйте Пользователю отправить письмо на адрес электронной почты** **iSupport@rts-tender.ru с приложением изменений, которые необходимо внести в данные об организации;\n2.  Поставьте задачу на 3-ю линию технической поддержки Имущество с приложением файлов, отправленных Претендентом;\n3.  Проинформируйте Претендента о внесенных изменения по факту решения задачи."Информация по Вашему обращению передана ответственным специалистам, по факту решения с Вами свяжутся дополнительно".	Editorial
Не пришло уведомление о подтверждении адреса электронной почты при прохождении аккредитации	**Причина: ***   Некорректно заполнен адрес электронной почты при формировании заявки на аккредитацию;\n*   Заявка на аккредитацию подается повторно после отклонения;\n*   Сообщение о подтверждении адреса электронной почты попало в спам или нежелательную почту.1.  Проверьте правильность заполнения адреса электронной почты;\n2.  Уточните у пользователя впервые ли подается заявка на аккредитацию. Если заявка подается повторно, необходимо уточнить, приходило ли уведомление в первый раз, и подтверждали ли адрес. Если при первичной подаче заявки адрес был подтвержен, уведомление повторно не приходит, подтверждения не требуется;\n3.  Если заявка подается впервые, рекомендуйте пользователю проверить спам-лист и нежелательную почту."Заявка на аккредитацию будет рассмотрена в любом случае, даже без подтверждения адреса электронной почты. Возможно подтверждение адреса придёт чуть позже. Для уточнения статуса заявки на аккредитацию Вы можете обратиться в Контакт-центр. После утверждения Вашей заявки на аккредитацию, Вы сможете внести изменения в адрес электронной почты и подтвердить его, подав заявку на изменение информации об организации".	Editorial
Не отправились сообщения на адрес электронной почты участника		Editorial
Не подгружаются данные из электронной подписи	**Решение:**1.  Проверьте срок действия лицензии программы Крипто Про CSP;\n2.  Переустановите утилиту КриптоПро CADESCOM, удалив прежнюю версию с компьютера ("Пуск" - "Панель управления" - "Программы и компоненты"/ "Установка удаление программ" - найдите и выделите в списке КриптоПро CADESCOM и нажмите "Удалить"). Скачайте и установите с сайта КриптоПро актуальную версию CADESCOM, в зависимости от разрядности оперционной системы. (Главная страница сайта - меню "Загрузка" - КриптоПро CADESCOM актуальная версия).	Editorial
Ничего не происходит при выборе сертификата	**Решение: **Решением может быть любой из предложенных вариантов (наиболее распространенные решения указаны первыми):1.  Добавьте адреса http://**.rts-tender.ru и https://**.rts-tender.ru в "Надежные узлы": открыть на панели браузера IE "Сервис" / "Свойства браузера" / "Безопасность" / "Надежные сайты" / "Сайты" / ввести адрес и нажать кнопку "Добавить";\n2.  Запустите программу настройки для корректной работы площадки (скачать: Центр поддержки пользователей / База знаний Участникам / Что необходимо новому Участнику / п. 3 статьи "Настройка компьютера для работы на площадке");\n3.  Переустановите личный и корневой сертификаты;\n4.  Почистите кэш и куки-файлы (см. статью "[Очистка куки-файлов и SSL-кэш на компьютере пользователя](http://vtiger.sibir.rts-tender/index.php?module=Faq&parenttab=Support&action=DetailView&record=3790058)").	Editorial
Крипто Про ЭЦП Browser plug-in при выборе сертификата	**Решение: **1.  Запустите плагин по ссылке в всплывающем окне;\n2.  После установки, в случае появления диалогового окна, запрашивающего разрешение на использование плагина в браузере, разрешите действие;\n3.  В случае появления окна после установки, выполните действия в другом браузере.	Editorial
Отображаются некорректные паспортные данные при подаче заявки на участие	**Решение**: В Личном кабинете внесите изменения в сведения об организации, подав заявку на редактирование.Если после утверждения заявки на редактирование паспортные данные остаются некорректны, то Оператору необходимо поставить задачу на 3 линию техподдержки. В задаче указать данные, на которые необходимо изменить.	Editorial
Ваша заявка находится на рассмотрении	1.  Осуществите вход в Личный кабинет Оператора;\n2.  Осуществите поиск заявки по заданным параметрам;\n3.  Утвердите заявку на внесение изменений вручную.	Editorial
Не вставлен ключевой носитель. Вставлен другой носитель. Носитель отсутствует	**Причина:***   Носитель не вставлен в компьютер;\n*   Информация о носителе по какой-то причине не считывается через USB-порт;\n*   Некорректная работа утилита КриптоПро Browser plugin (CADESCOM);\n*   Некорректно установлен личный сертификат Пользователя.**Решением может быть любой из предложенных вариантов (наиболее распространенные решения указаны первыми):***   Вставьте соответствующий носитель в компьютер;\n*   Вставьте носитель в другой USB-порт или зайдите в Личный кабинет с другого компьютера;\n*   Скачайте и установите актуальную версию КриптоПро Browser plugin (CADESCOM): сайт КриптоПро / Загрузки / актуальная версия КриптоПро Browser plugin (CADESCOM);\n*   Переустановите личный сертификат Пользователя.	Editorial
Некоторые обязательные поля не заполнены	**Решение:** Внимательно просмотрите форму заявки на аккредитацию. Если в заявке встречаются незаполненные/некорректно заполненные поля (они выделены красной рамкой), заполните их. Если все обязательные поля заполнены (красных рамок нет), подайте заявку через другой браузер отличный от Internet Explorer.	Editorial
Типы процедур	ЭП РТС-тендер Имущественные торги предназначена для проведения торгов в электронной форме по приватизации, аренде и продаже имущества (государственного и муниципального, а так же коммерческого).На ЭП РТС-тендер Имущественные торги возможно проведение следующих способов закупок:*   **Аукцион** - аукцион на повышение. Реализован для продажи имущества (нет возможности делать ставки вне шага, проводить вторую фазу торгов, торги длятся 1 час, в случае подачи ценового предложения время продлевается на 30 мин.);\n*   **Специализированный аукцион** - аукцион на повышение. Реализован для продажи акций открытых акционерных обществ. Продажа акций открытых акционерных обществ на специализированном аукционе проводится в форме открытых торгов (вне ЭП), в результате которых все победители получают акции открытого акционерного общества по единой цене за одну акцию (аукционный торг проводится вне ЭП, заявки на участие могут подаваться 2 видов);\n*   **Конкурс** - реализован для продажи акций открытого акционерного общества, долей в уставном капитале общества с ограниченной ответственностью (участники могут подавать ценовые предложения в заявке на участие или в ходе торгов, ценовое предложение может быть подано 1 раз);\n*   **Публичное предложение** - аукцион на повышение. Реализован для продажи имущества (аукционный торг проводится 1 час, в случае отсутствия ценовых предложений происходит снижение начальной цены, в случае подачи ценовых предложений аукцион идет на повышение);\n*   **Продажа без объявления цены** - реализован для продажи имущества (в извещении не указывается начальная минимальная цена, участнику указывают ценовое предложение в заявках);\n*   **Аукцион по аренде** - аукцион на повышение. Реализован для проведения аукциона на право заключения договоров аренды, договоров безвозмездного пользования, договоров доверительного управления имуществом, иных договоров, предусматривающих переход прав в отношении государственного или муниципального имущества.\nОсобенности проведения:\nТорги проводится в день и время, указанные в извещении о проведении аукциона, путем последовательного повышения Участниками торгов начальной цены договора на «шаг аукциона». «Шаг аукциона» устанавливается Организатором торгов в размере 5 % начальной цены договора (лота) в извещении о проведении аукциона.\nВремя для подачи предложений о цене определяется в следующем порядке:\n*   время для подачи первого предложения о цене составляет 10 минут с момента начала аукциона;\n*   в случае поступления предложения о цене, увеличивающего начальную цену договора или текущее лучшее предложение о цене, время для подачи предложений о цене продлевается на 10 минут с момента приема Оператором каждого из таких предложений;\n*   в случае если в течение первых 10 минут в систему не поступало ни одного предложения о цене, «шаг аукциона» снижается на 0,5 % начальной (минимальной) цены договора (цены лота), но не ниже 0,5 % начальной цены;\n*   если в течение 10 минут после предоставления лучшего текущего предложения о цене не поступило следующее лучшее предложение последующие снижения «шага аукциона» происходят на 0,5 % начальной цены при отсутствии предложений о цене по истечении 10 минут. \nВ случае достижения «шагом аукциона» значения, равного 0,5 % от начальной цены лота, в течение десяти минут предложения о цене не поступили, процедура завершается.*   **Аукцион на право заключения договора на размещение нестационарного торгового объекта** - аукцион на повышение. Реализован для проведения аукциона на право заключения договора на осуществление торговой деятельности (оказание услуг) в нестационарном торговом объекте, договора на размещение нестационарного торгового объекта и заключения таких договоров на территории г. Москва.	Editorial
Этапы проведения процедур 	**Этапы проведения процедур "Аукцион", "Специализированный аукцион", "Публичное предложение", "Аукцион по аренде****", "Аукцион на право заключения договора на размещение нестационарного торгового объекта":**1.  \n\nПубликация извещения;\n\n2.  \n\nПодача заявок;\n\n3.  \n\nОжидает рассмотрение заявок;\n\n4.  \n\nРассмотрение заявок. Продавец публикует протокол "Рассмотрение заявок";\n\n5.  \n\nОжидает аукциона;\n\n6.  \n\nИдет аукцион;\n\n7.  \n\nАукцион завершен. Система публикует протокол "Протокол аукционного торга (системный)". Торги по специализированному аукциону проходят вне ЭП, поэтому протокол аукционного торга на ЭП не публикуется. Так же такой протокол не публикуется по аукциону на право заключения договора на размещение нестационарного торгового объекта; \n\n8.  \n\nПодведение итогов. Продавец публикует протокол "Протокол о результатах проведения торгов";\n\n9.  Завершен.**Этапы проведения процедуры "Конкурс":**1.  \n\nПубликация извещения;\n\n2.  \n\nПодача заявок;\n\n3.  \n\nОжидает рассмотрение заявок;\n\n4.  \n\nРассмотрение заявок. Продавец публикует протокол "Рассмотрение заявок";\n\n5.  \n\nНачало подачи ценовых предложений;\n\n6.  \n\nПодача ценовых предложений;\n\n7.  \n\nПодведение итогов. Продавец публикует протокол "Протокол о результатах проведения торгов";\n\n8.  \n\nЗавершен.**Этапы проведения процедуры "Продажа без объявления цены":**1.  \n\nПубликация извещения;\n\n2.  \n\nПодача заявок;\n\n3.  \n\nОжидает рассмотрение заявок;\n\n4.  \n\nПодведение итогов. Продавец публикует протокол "Протокол о результатах проведения торгов";\n\n5.  Завершен.	Editorial
Поиск процедур по имущественным торгам 	 Для поиска процедур по имущественным торгам:1.  Перейдите на главную страницу РТС-тендер ([www.rts-tender.ru](http://www.rts-tender.ru/));\n2.  В верхней части страницы кликните на раздел "Имущество";\n3.  Перейдите в раздел "Расширенный поиск";\n4.  Осуществите поиск по представленным фильтрам.	Editorial
Проведение процедуры, если допущена одна заявка 	 "Если по итогам рассмотрения заявок допущена только одна заявка, то Продавец публикует протокол рассмотения заявок. После публикации протокола процедура завершается (статус процедуры меняется на "Завершен"). Возможность заключения договора в таком случае необходимо уточнить у юристов своей организации".	Editorial
Проведение многолотовой процедуры 	 Если процедура многолотовая, то Продавец будет рассмотривать заявки по всем лотам одновременно. При этом протокол будет опубликован один, где оторбазится информация о заявках по всем лотам. Аналочино будет опубликован протокол подведения итогов, т.е. по всем лотам одновременно, но протокол один.Торги начнутся по всем лотам одновременно в то время, которое указано в извещении. Для подачи ценового предложения по лоту необходимо напротив нужного лота нажать кнопку "Ввод ставки".*Пример отображения аукционного зала Претендента*![](/storage/kcfinder/images/%D0%90%D1%83%D0%BA%D1%86%D0%B8%D0%BE%D0%BD%D0%BD%D1%8B%D0%B9%20%D1%82%D0%BE%D1%80%D0%B3%20%D0%BF%D0%BE%20%D0%BF%D1%80%D0%BE%D1%86%D0%B5%D0%B4%D1%83%D1%80%D0%B5%20%E2%84%96789.png)	Editorial
Наблюдение за ходом торгов	"Для наблюдения за ходом торгов: 1.  Перейдите в раздел "Имущественные торги" - "Проведение" - "Мои процедуры";\n2.  Откроется форма "Процедуры", нажмите на номер или наименование процедуры;\n3.  Нажмите на кнопку "Перейти к аукциону";\n4.  На данной странице Организатор торгов может наблюдать за ходом торгов. При подаче предложений страница автоматически обновляется. Лучшее ценовое предложение выделено зеленым цветом".	Editorial
Исполнение Предписания ФАС	**Ответ Оператора**:**Если обратился Продавец:** "В случае необходимости выполнить какие-либо действия на ЭП (например, заново рассмотреть заявки) по Предписанию ФАС, требуется написать официальное письмо с просьбой предоставить возможность выполнения действий в соответствии с Предписанием на адрес электронной почты [iSupport@rts-tender.ru](http://rts-tender.ru)".**Если обратился Специалист ФАС:** "Направьте Решение/Предписание ФАС на адрес электронной почты [iSupport@rts-tender.ru](http://rts-tender.ru)".	Editorial
Блокирование/разблокирование процедуры по решению УФАС	Если информация о блокировании/разблокировании процедуры поступила по телефону, то контрагенту необходимо соответствующие документы направить на адрес электронной почты [iSupport@rts-tender.ru](http://rts-tender.ru/).Если на адрес электронной почты поступило письмо с Решением ФАС о блокировании/разблокировании процедуры, то Оператору необходимо выполнить действия, указанные ниже.1.  Проверить состояние процедуры в Личном кабинете Оператора;\n2.  Проверить состояние процедуры на сайте torgi.gov.ru;\n3.  Если процедура не заблокирована / не разблокирована, поставить задачу по шаблону "Блокирование/разблокирование процедуры по решению УФАС Имущ". В задачу необходимо прикрепить соответствующие документы (Уведомление ФАС, Решение ФАС и т.д.).Остальные действия, которые потребуется выполнить по закупке, будут указаны в задаче.	Editorial
Виды электронных подписей, с которыми можно работать на площадке 	"В соответствии с Регламентом работы ЭП для работы на площадке используются усиленные квалифицированные ЭЦП, выданные одним из аккредитованных Удостоверяющих центров. Для просмотра списка Удостоверяющих центров войдите на главную страницу РТС-тендер, далее перейдите в раздел "Имущественные торги". Выберите "Продавцам/Арендодателям" или "Покупателям/Арендаторам", далее "Электронная подпись.Если электронная подпись получена в Федеральном казначействе, то работа на площадке по такой подписи возможна. В случае если в сертификате отсутстует ИНН организации (указан только ИНН физического лица), то в форме заявки на аккредитацию поле "ИНН" будет доступно для редактирования."	Editorial
Установка личного сертификата с RuToken, eToken 	**Установка личного сертификата с ключевого носителя RuToken, E-Token:**1.  Откройте программу КриптоПро ("Пуск" / "Все программы" / КриптоПро CSP);\n2.  Перейдите на вкладку "Сервис" и нажмите кнопку “Просмотреть сертификаты в контейнере”;\n3.  С помощью кнопки "Обзор" выберите контейнер закрытого ключа и нажмите кнопку "Ок";\n4.  Нажмите кнопку "Далее";\n5.  Нажмите кнопку "Установить сертификат", "Далее";\n6.  Поставьте точку в разделе "Поместить все сертификаты в следующее хранилище";\n7.  Нажмите кнопку "Обзор", выберите папку "Личные" и нажмите "Ок";\n8.  Нажмите "Далее", затем "Готово".	Editorial
